종류,학원지정번호,학원명,도로명주소,도로명 상세 주소,분야명,교습계열명,교습과정목록명,,정원합계,일시수용능력합계,,인당수강료,,,,,,,,
교습소,16043,필아트아이(i)미술교습소,서울특별시 서초구 사평대로28길 31,한신서래아파트 상가 2층 204호 (반포동),예능(대),예능(중),,미술,2,9,,N,N,137768,개원,20070122,,99991231,20070122,20231224
학원,16192,패스트레인정보통신학원,서울특별시 서초구 남부순환로 2606,", 5층 일부 (양재동)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",1080,128,,Y,N,6737,개원,20070208,,99991231,20070208,20231018
학원,16229,요미요미미술학원,서울특별시 서초구 서초중앙로31길 14-11,", 3층 (반포동)",예능(대),예능(중),"미술,",미술,7,40,,N,N,6593,개원,20070206,,99991231,20070206,20231018
교습소,16334,프라임음악교습소,서울특별시 서초구 방배로 37,", 302호 (방배동)",예능(대),예능(중),초급주2,음악,15,5,,Y,N,6703,개원,20070220,,99991231,20070220,20231018
학원,16397,아카데미라운지서초독서실,서울특별시 서초구 효령로72길 15,", 4층일부, 5층 (서초동)",독서실,독서,"독서실(유아/초?중?고),",독서실(유아/초?중?고),182,91,,Y,N,6727,개원,20070226,,99991231,20070226,20231018
학원,16448,애플트리서초어학학원,서울특별시 서초구 사임당로 102-5,", 1층일부, 2층, 3층일부 (서초동, 신우빌딩)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),61,406,,Y,N,6642,개원,20070228,,99991231,20070228,20231018
교습소,16626,서초한나피아노교습소,서울특별시 서초구 서초중앙로24길 55,", 206호 (서초동,서초프라자)",예능(대),예능(중),초급 피아노,음악,9,3,"초급 피아노:120000, 중급:130000, 중급:150000",Y,N,137882,개원,20070314,,99991231,20070314,20231018
교습소,16886,서이플룻교습소,서울특별시 서초구 사임당로 151,", 2층 209호 (서초동)",예능(대),예능(중),,음악,2,1,"플룻1(초급):130000, 플룻2(고급):190000, 피아노고급:150000",Y,N,6624,개원,20070410,,99991231,20070410,20231018
교습소,17056,방배삼호해법수학교습소,서울특별시 서초구 방배로 269,삼호상가 2층 205호 (방배동),입시.검정 및 보습,보통교과,수학,보습,4,2,,Y,N,137828,개원,20070423,,99991231,20070423,20231018
학원,17183,손광균학원,서울특별시 서초구 고무래로8길 8,", 2층 (반포동)",입시.검정 및 보습,보통교과,"보습,",보습,125,73,,N,N,137803,개원,20070509,,99991231,20070509,20231018
학원,17250,반포파인만학원,서울특별시 서초구 서초중앙로31길 14-13,201호 401호 (반포동),입시.검정 및 보습,보통교과,보습?논술,보습?논술,1185,211,,N,N,137802,개원,20070516,,99991231,20070516,20231206
교습소,17252,EMI영어교습소,서울특별시 서초구 방배로 176-6,", 2층 (방배동)",입시.검정 및 보습,보통교과,영어,보습,5,3,영어:250000,N,N,6586,개원,20070511,,99991231,20070511,20231018
학원,17437,세라아트도예학원,서울특별시 서초구 효령로36길 18,", 2층 (방배동)",기예(대),기예(중),,도예,30,52,,N,N,137849,개원,20070608,,99991231,20070608,20231018
학원,17439,사랑이넘치는피아노학원,서울특별시 서초구 도구로 118,2층 (방배동),예능(대),예능(중),,음악,75,91,,N,N,137838,개원,20070608,,99991231,20070608,20231018
교습소,17441,아름다운음악교습소,서울특별시 서초구 서초대로2길 8,2층 일부 (방배동),예능(대),예능(중),피아노일반초급,음악,4,5,,Y,N,137817,개원,20070608,20140901,20150228,20070608,20231018
학원,17605,현재스토리학원,서울특별시 서초구 서초중앙로20길 34-6,5층 (서초동),입시.검정 및 보습,보통교과,"보습,",보습,132,88,,Y,N,137881,개원,20070628,,99991231,20070628,20231018
학원,17713,대치에프엠(FM)수학학원,서울특별시 서초구 효령로 214,3층 (서초동),입시.검정 및 보습,,"보습?논술,",,260,148,,Y,N,137869,개원,20070710,,99991231,20070710,20231018
학원,17934,황후연국제교육학원,서울특별시 서초구 언남16길 46,1층 (양재동),인문사회(대),인문사회(중),"경영,",경영,10,40,,N,N,137896,개원,20070725,,99991231,20070725,20231018
교습소,18072,수목미술교습소,서울특별시 서초구 방배로 269,", 2층 219호 (방배동,삼호상가)",예능(대),예능(중),일반(유?초?중등),미술,12,9,"일반(유?초?중등):90000, 일반(유?초?중등):110000, 일반(유?초?중등):130000",N,N,137828,개원,20070820,,99991231,20070820,20231018
학원,18289,서초실용음악학원,서울특별시 서초구 서초대로51길 25,", 1층 (서초동,로펌타워)",기예(대),기예(중),"실용음악(성악),",실용음악(성악),22,25,,N,N,137883,개원,20070910,,99991231,20070910,20231018
교습소,18342,생각하는그린나무미술교습소,서울특별시 서초구 동광로19길 19,외 2필지 4층 일부(방배동),예능(대),예능(중),,미술,4,9,,N,N,137060,개원,20070918,,99991231,20070918,20231018
교습소,18399,대림이엔아이피아노교습소,서울특별시 서초구 잠원로 148,", 207호 (잠원동, 잠원연합상가)",예능(대),예능(중),바이엘(입시),음악,15,4,"바이엘(입시):180000, 체르니100(입시):180000, 체르니30(입시):180000",Y,N,6518,개원,20071001,,99991231,20071001,20231018
학원,18406,비티비(BTB)아카데미학원,서울특별시 서초구 남부순환로315길 104,", 4층 (서초동)",입시.검정 및 보습,보통교과,"보습,",보습,120,184,,Y,N,6709,개원,20070921,,99991231,20090112,20231018
교습소,18418,조민정피아노교습소,서울특별시 서초구 신반포로23길 41,", 411호 (잠원동)",예능(대),예능(중),피아노,음악,15,5,,Y,N,6509,개원,20071004,,99991231,20071004,20231018
학원,18619,반포아너스영어학원,서울특별시 서초구 동작대로 222,", 3층전체 (방배동, 목은빌딩)",입시.검정 및 보습,보통교과,"보습,",보습,70,71,,Y,N,6554,개원,20071029,,99991231,20071029,20231018
학원,18689,다플교육센터통역학원,서울특별시 서초구 서초대로42길 71,2층 (서초동),국제화,국제,"통역(성인),",통역(성인),10,150,,Y,N,137872,개원,20071031,,99991231,20071031,20231018
학원,18793,김&김학원,서울특별시 서초구 방배로 121,", 4층 (방배동,미광빌딩)",입시.검정 및 보습,보통교과,,보습,30,168,,N,N,137843,개원,20071115,,99991231,20071115,20231018
교습소,18828,엠에이에스수학교습소,서울특별시 서초구 서초중앙로 230,", 2층 204호 (반포동,동화반포프라자)",입시.검정 및 보습,보통교과,,보습,5,5,,N,N,137040,개원,20071116,,99991231,20071116,20231018
학원,18829,이영래국어논술학원,서울특별시 서초구 효령로46길 5?,외1필지 4층 502호(서초동),입시.검정 및 보습,보통교과,보습,보습,20,80,,N,N,137869,개원,20071116,,99991231,20071116,20231113
학원,18850,비더블유에스강남와인학원,서울특별시 서초구 매헌로 16,하이브랜드 6층 (양재동),직업기술,산업응용기술,,"식음료품(바리스타,소믈리에)",190,90,,Y,N,137924,개원,20071116,,99991231,20071116,20231018
학원,18854,문현선플로리스트학원,서울특별시 서초구 강남대로37길 24-7,외1필지 호원빌딩 3층(서초동),기예(대),기예(중),"공예(종이접기,꽃꽂이,꽃기예)","공예(종이접기,꽃꽂이,꽃기예)",154,42,,Y,N,137863,개원,20071121,,99991231,20071121,20231018
학원,19006,멜라뷰티학원,서울특별시 서초구 강남대로8길 30?,3층(양재동),직업기술,산업응용기술,"이?미용,",이?미용,20,20,,Y,N,137898,개원,20071206,,99991231,20071206,20231018
교습소,19020,서초수학교습소,서울특별시 서초구 사임당로 101,우송빌딩 302호 (서초동),입시.검정 및 보습,보통교과,,보습,6,3,,N,N,137880,개원,20071204,,99991231,20071204,20231018
학원,1923,씨존만화학원,서울특별시 서초구 강남대로41길 13,", 2층 (서초동,삼원빌딩)",기타(대),기타(중),"만화,",만화,30,45,,N,N,137863,개원,20030403,,99991231,20030403,20231018
교습소,19298,빛과공간미술교습소,서울특별시 서초구 신반포로23길 41,잠우너쇼핑센터 115호 (잠원동),예능(대),예능(중),,미술,23,9,"미술:103000, 초등미술:210000, 초등미술:130000, 중등미술:180000, 초등미술:80000",N,N,137909,개원,20071231,,99991231,20071231,20231018
학원,19384,시대인재더블유(W)관학원,서울특별시 강남구 삼성로 337,", 101호, 6층, 7층, 8층(대치동)",입시.검정 및 보습,보통교과,보습?논술,보습?논술,3084,771,,Y,N,6202,개원,20080110,,99991231,20080110,20240317
학원,19518,해커스어학원,서울특별시 서초구 강남대로61길 23,", 1층일부 (서초동,현대성우주상복합아파트)",국제화,국제,어학(성인),어학(성인),3418,299,,Y,N,137856,개원,20080131,,99991231,20080131,20231126
학원,19580,비트교육센터별관학원,서울특별시 서초구 서초대로74길 33,", 2층 일부 (서초동, 비트빌)",직업기술,컴퓨터,"컴퓨터(정보처리,통신기기,인터넷,소프트웨어),","컴퓨터(정보처리,통신기기,인터넷,소프트웨어)",2340,71,,Y,N,6621,개원,20080204,,99991231,20080204,20231018
교습소,19600,수연미술교습소,서울특별시 서초구 방배로43길 5,", 110호 (방배동,삼호아파트)",예능(대),예능(중),미술1,미술,10,6,"미술1:150000, 미술2:300000",N,N,137829,개원,20080212,,99991231,20080212,20231018
학원,19612,이스프릿어학학원,서울특별시 서초구 나루터로 62,", 3층 (잠원동, 대림빌딩)",국제화,외국어,"실용외국어(유아/초?중?고),",실용외국어(유아/초?중?고),7,100,,Y,N,137903,개원,20080212,,99991231,20100806,20231018
학원,1971,프렌즈음악학원,서울특별시 서초구 서래로 47,", 201호 (반포동)",예능(대),예능(중),"음악,",음악,73,30,,N,N,6576,개원,20030409,,99991231,20030409,20231018
학원,19713,글로벌수학전문학원,서울특별시 서초구 언남길 43,", 2층  (양재동,언남빌딩)",입시.검정 및 보습,보통교과,,보습,15,160,,N,N,137894,개원,20080219,,99991231,20120507,20231018
학원,19721,서초에이프릴어학원,서울특별시 서초구 서초중앙로33길 6-6,", 2층, 3층 전체 (반포동, 신청담빌딩)",종합(대),,실용외국어(유아/초?중?고),,101,305,,Y,N,6593,개원,20080215,,99991231,20080215,20240317
교습소,2000000667,엘리제음악교습소,서울특별시 서초구 사임당로 130,", 신동아상가1차 307호 (서초동)",예능(대),예능(중),피아노,음악,4,4,,Y,N,6630,개원,19821113,,99991231,19821113,20231018
교습소,2000000939,맹자희교습소,,,예능(대),예능(중),음악,음악,0,0,음악:0,N,N,0,개원,19831021,,99991231,19831021,20231018
교습소,2000001155,황미숙교습소,서울특별시 서초구 효령로 164,2층3호 (방배동),예능(대),예능(중),음악,음악,0,0,음악:0,N,N,137849,개원,19840704,,99991231,19840704,20231018
교습소,2000001343,나순천교습소,,,예능(대),예능(중),음악,음악,0,0,음악:0,N,N,0,개원,19850313,,99991231,19850313,20231018
교습소,2000001516,박진우교습소,서울특별시 서초구 신반포로 19길 10,반포상가 H동 209호 (반포동),예능(대),예능(중),미술,미술,0,0,미술:0,N,N,137767,개원,19800809,,99991231,19800809,20231018
교습소,2000001927,강정옥교습소,서울특별시 서초구 신반포로19길 10,한신6차 아파트 214동 12호 (반포동),예능(대),예능(중),음악,음악,0,0,음악:0,N,N,137767,개원,19810312,,99991231,19810312,20231018
교습소,2000002091,전희정교습소,서울특별시 서초구 나루터로4길 60,반포아파트 J동 308호 (반포동),예능(대),예능(중),무용,무용,0,0,무용:0,Y,N,137907,개원,19820402,,99991231,19820402,20231018
교습소,2000002096,임은순교습소,서울특별시 서초구 나루터로4길 60,한신4차 아파트 205동 40호 (반포동),기타(대),기타(중),꽃꽂이,꽃꽂이,0,0,꽃꽂이:0,Y,N,137907,개원,19820408,,99991231,19820408,20231018
교습소,2000002172,박스란교습소,서울특별시 서초구 나루터로4길 60,반포상가 J동 303호 (반포동),기타(대),기타(중),꽃꽂이,꽃꽂이,0,0,꽃꽂이:0,N,N,137907,개원,19841228,,99991231,19841228,20231018
교습소,2000002206,김경자교습소,서울특별시 서초구 나루터로4길 60,신반포 3차아파트 38동 601호 (반포동),기타(대),기타(중),꽃꽂이,꽃꽂이,0,0,꽃꽂이:0,N,N,137907,개원,19800811,,99991231,19800811,20231018
교습소,2000002345,강정자피아노,서울특별시 서초구 방배로15길 38,2층 (방배동),예능(대),예능(중),피아노초급,음악,12,0,"피아노초급:120000, 피아노중급:140000, 피아노고급:150000",N,N,137843,개원,19920406,,99991231,19920406,20231018
교습소,2000002635,한국속성한문교습소,서울특별시 서초구 잠원로 204,", 2층 210호 일부 (잠원동, 한신상가훼미리)",입시.검정 및 보습,보통교과,한문,보습,15,2,"한문:300000, 한자쓰기:300000, 글씨교정:300000",N,N,6516,개원,19850727,,99991231,19850727,20231018
교습소,2000002661,상상이상수학교습소,서울특별시 서초구 신반포로 177,", 3동 4층 16호일부, 17호 (잠원동,반포쇼핑타운)",입시.검정 및 보습,보통교과,중등수학,보습,6,6,"중등수학:560000, 고등수학:630000",Y,N,137909,개원,19891227,,99991231,19891227,20240317
교습소,2000002663,덕암한문교습소,서울특별시 서초구 바우뫼로 101,", 404호 (양재동)",기타(대),기타(중),한문,기타(소),18,9,"한문:190000, 한문:120000",Y,N,6751,개원,19920918,,99991231,19920918,20231018
교습소,2000002670,방배발레아카데미무용교습소,서울특별시 서초구 명달로 3,새빛 빌딩 202호 (방배동),예능(대),예능(중),,무용,21,0,,N,N,137850,개원,19891108,,99991231,19891108,20231018
교습소,2000002691,피아노친구피아노교습소,서울특별시 서초구 청두곶2길 7 (),,예능(대),예능(중),피아노,음악,5,5,피아노:50000,N,N,137823,개원,20000417,,99991231,20000417,20231018
교습소,2000002702,두란노서예교습소,서울특별시 서초구 도구로 118,", 1층일부 (방배동)",기타(대),기타(중),주3회,서예,12,6,"주3회:100000, 주4회:120000",N,N,137838,개원,20000513,,99991231,20000513,20231018
